0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,"UConn @ Queens, N.Y.",L 1 - 3,3,1,1,1,10,,1,,,2,,,,1,1.0,,
08/25/2017,"Holy Cross @ Queens, N.Y.",W 3 - 0,3,1,1,1,7,,1,1,1,11,,,1,,2.5,,
08/26/2017,@ St. John's (NY),L 0 - 3,2,1,1,0,2,0.500,,,,3,,,,,1.0,,
08/26/2017,"Sacramento St. @ Queens, N.Y.",L 1 - 3,2,1,1,1,2,,1,,,2,,,,,1.0,,
09/01/2017,"Green Bay @ Ann Arbor, Mich.",L 1 - 3,2,1,0,0,0,,,,,3,,,,,,,
09/02/2017,@ Michigan,L 0 - 3,1,1,1,0,1,1.000,,,,,,,,,1.0,,
09/02/2017,"Butler @ Ann Arbor, Mich.",L 1 - 3,2,1,0,0,1,,,,,1,1,,,,,,
09/05/2017,Bryant,W 3 - 0,3,1,1,0,6,0.167,,,,1,,1,,,2.0,,
09/08/2017,"Washington St. @ Fairfield, Conn.",L 0 - 3,2,1,3,0,5,0.600,,,,,,,,,3.0,,
09/09/2017,@ Fairfield,L 1 - 3,3,1,4,1,15,0.200,,,,3,,,4,,6.0,,
09/12/2017,@ Northeastern,L 2 - 3,5,1,5,1,19,0.211,1,,3,5,2,,1,,5.5,,
09/15/2017,Siena,W 3 - 0,3,1,5,4,14,0.071,,1,,2,,,2,,7.0,,
09/16/2017,Rhode Island,W 3 - 2,5,1,2,4,13,-0.154,1,,,4,,,1,,2.5,,
09/16/2017,Dartmouth,W 3 - 0,3,1,2,3,10,-0.100,,,,2,,,1,,2.5,,
09/22/2017,@ UMass Lowell,W 3 - 2,3,1,0,1,3,-0.333,,,,,,,,,,,
09/29/2017,@ Albany (NY),W 3 - 2,,,,,,,,,,,,,,,,,
10/01/2017,@ Binghamton,L 1 - 3,1,1,0,0,0,,,1,,1,,,,,1.0,,
10/06/2017,Stony Brook,W 3 - 2,2,1,0,2,3,-0.667,,,,,,,,,,,
10/13/2017,UMBC,L 2 - 3,2,1,0,0,0,,,,,,,,,,,,
10/14/2017,Hartford,W 3 - 0,2,1,0,0,0,,,,,,,,,,,,
10/20/2017,UMass Lowell,W 3 - 0,3,1,1,1,6,,,,,2,,,,,1.0,,
10/27/2017,Binghamton,L 1 - 3,3,1,0,0,0,,,,,1,,,,,,,
10/29/2017,Albany (NY),L 0 - 3,2,1,0,0,0,,,,1,10,,,,,,,
11/05/2017,@ Stony Brook,W 3 - 2,2,1,0,0,0,,,,,1,,,,,,,
11/09/2017,@ Hartford,W 3 - 0,3,1,2,0,2,1.000,,,,1,,,3,,3.5,,
11/12/2017,@ UMBC,W 3 - 0,,,,,,,,,,,,,,,,,
11/17/2017,"Binghamton @ Albany, N.Y.",L 0 - 3,,,,,,,,,,,,,,,,,
