0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,Missouri St.,L 2 - 3,5,,63,30,173,0.191,58,2,5,75,4,2,4,1,69.0,,
08/26/2017,"Davidson @ Wilmington, N.C.",L 2 - 3,5,,59,25,174,0.195,58,5,13,68,4,2,6,6,69.0,,
08/26/2017,@ UNCW,W 3 - 1,4,,63,25,199,0.191,58,4,6,96,5,,14,1,74.0,2,
08/27/2017,"Loyola Maryland @ Wilmington, N.C.",W 3 - 1,4,,47,20,135,0.200,41,8,6,57,7,2,15,,64.5,,
09/01/2017,Towson,L 1 - 3,4,,47,28,168,0.113,44,5,4,67,4,,14,1,59.0,,
09/02/2017,ETSU,L 1 - 3,4,,55,21,150,0.227,51,3,8,56,4,2,6,3,63.0,,
09/02/2017,Virginia,L 1 - 3,4,,46,28,142,0.127,44,4,5,58,3,3,8,3,57.0,,
09/08/2017,"South Dakota St. @ Grand Forks, N.D.",W 3 - 1,4,,52,23,158,0.184,48,8,7,64,7,,24,,72.0,,
09/08/2017,"North Dakota @ Grand Forks, N.D.",L 0 - 3,3,,39,23,129,0.124,38,1,2,59,3,1,4,1,43.0,,
09/09/2017,@ North Dakota St.,L 2 - 3,5,,58,18,161,0.248,57,3,7,82,10,2,18,7,72.0,,
09/09/2017,"George Washington @ Fargo, ND",W 3 - 2,5,,65,32,180,0.183,64,5,4,86,8,4,12,5,80.0,,
09/15/2017,@ Col. of Charleston,L 0 - 3,3,,18,25,108,-0.065,17,,1,30,2,,8,,22.0,,
09/16/2017,"Buffalo @ Charleston, S.C.",L 2 - 3,5,,49,21,158,0.177,44,4,2,69,12/,3,16,3,64.0,,
09/16/2017,"Mercer @ Charleston, S.C.",W 3 - 1,4,,61,22,148,0.264,57,6,5,67,6,2,12,2,75.0,,
09/22/2017,@ Little Rock,W 3 - 2,5,,55,28,174,0.155,53,4,5,76,4,1,12,3,66.0,,
09/23/2017,@ Arkansas St.,L 2 - 3,5,,70,34,189,0.190,66,5,10,80,1,2,8,1,81.0,3,
09/29/2017,Texas St.,L 0 - 3,3,,40,17,103,0.223,36,2,7,30,5,3,4,3,47.0,1,
10/01/2017,UT Arlington,L 0 - 3,3,,35,13,106,0.208,31,1,11,40,4,1,4,1,39.0,1,
10/06/2017,Georgia St.,L 2 - 3,5,,62,38,221/,0.109,56,7,9,101,7,2,16,1,79.0,,
10/08/2017,Ga. Southern,W 3 - 1,4,,63,30,159,0.208,61,4,4,62,5,3,12,1,76.0,,
10/13/2017,@ Coastal Carolina,L 1 - 3,4,,53,20,166,0.199,49,2,9,76,3,3,2,2,59.0,,
10/15/2017,Coastal Carolina,L 2 - 3,5,,67,20,176,0.267,61,5,8,63,4,1,8,3,77.0,,
10/20/2017,@ Louisiana,L 0 - 3,3,,40,27,123,0.106,40,2,7,61,6,1,2,5,44.0,1,
10/21/2017,@ ULM,W 3 - 0,3,,53,16,136,0.272,52,4,6,64,3,3,4,3,62.0,1,
10/27/2017,South Alabama,L 2 - 3,5,,57,42/,180,0.083,55,1,9,63,6,4,16,1,70.0,,
10/29/2017,Troy,W 3 - 2,5,,61,23,157,0.242,56,2,9,69,7,4,8,1,71.0,,
11/03/2017,@ Ga. Southern,W 3 - 2,5,,71,32,212,0.184,67,5,6,81,2,3,8,1,83.0,,
11/04/2017,@ Georgia St.,W 3 - 1,4,,51,18,124,0.266,51,6,10,63,,1,8,3,62.0,1,
11/10/2017,@ Troy,L 2 - 3,5,,51,27,144,0.167,47,8,6,53,5,2,8,,65.0,1,
11/12/2017,@ South Alabama,L 0 - 3,3,,28,27,104,0.010,28,1,6,45,7,2,6,,34.0,,
11/16/2017,"UT Arlington @ Jonesboro, Ark.",W 3 - 2,5,,59,28,162,0.191,55,3,9,64,9,2,18,3,73.0,,
11/17/2017,"Louisiana @ Jonesboro, Ark.",L 0 - 3,3,,37,21,128,0.125,37,6,7,51,1,,,1,43.0,,
