Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
11112017,Penn,W 3 - 1,4,61,19,155,0.271,57,7,6,53,5,1,10,1,74.0
9022016,Siena,W 3 - 0,3,39,13,87,0.299,37,3,11,38,1,1,14,1,50.0
9032016,Georgia,L 0 - 3,3,31,17,85,0.165,30,1,0,36,8,1,8,1,37.0
9092016,@ LMU (CA),L 0 - 3,3,33,15,97,0.18600000000000005,31,1,6,36,3,1,8,2,39.0
9092016,"Duke @ Long Beach, Calif.",L 0 - 3,3,25,19,107,0.056,23,3,8,38,1,2,6,2,33.0
9102016,@ Pepperdine,L 2 - 3,5,55,36,180,0.106,53,7,9,76,7,4,12,2,72.0
9102016,"Arizona St. @ Long Beach, Calif.",L 0 - 3,3,34,14,88,0.227,33,2,6,35,12,2,6,2,41.0
9132016,@ New Hampshire,L 0 - 3,3,30,12,95,0.189,30,3,4,40,9,1,8,1,38.0
9162016,Boston College,W 3 - 2,5,66,20,165,0.279,63,3,8,66,7,2,14,4,78.0
9172016,Northeastern,L 1 - 3,4,44,25,130,0.146,42,2,5,54,14,0,14,2,53.0
9232016,@ Dartmouth,W 3 - 0,3,42,20,111,0.198,37,4,3,46,3,1,12,0,53.0
9302016,@ Princeton,L 0 - 3,3,31,20,109,0.101,30,3,4,36,5,1,10,1,40.0
10012016,@ Penn,L 1 - 3,4,62,21,159,0.258,61,5,4,77,7,0,6,2,70.0
10072016,@ Brown,W 3 - 1,4,50,16,127,0.268,48,2,10,61,11,2,24,3,66.0
10082016,@ Yale,L 1 - 3,4,55,35,153,0.131,51,10,7,55,9,3,8,1,72.0
10142016,Columbia,W 3 - 0,3,47,15,101,0.317,45,4,5,49,1,1,10,1,57.0
10152016,Cornell,L 2 - 3,5,57,21,164,0.22,56,7,6,71,8,4,30,0,83.0
10212016,Dartmouth,W 3 - 1,4,48,27,143,0.147,46,7,9,63,5,4,8,0,63.0
10282016,Penn,L 0 - 3,3,37,15,96,0.229,33,2,4,45,14,2,22,1,52.0
10292016,Princeton,L 2 - 3,5,63,23,166,0.241,62,4,7,58,3,2,18,4,78.0
11042016,@ Cornell,W 3 - 1,4,49,18,156,0.199,47,5,5,90,11,1,22,1,66.0
11052016,@ Columbia,L 1 - 3,4,52,18,144,0.236,46,4,4,53,16,4,6,2,63.0
11112016,Yale,W 3 - 2,5,77,22,172,0.32,74,5,3,77,5,4,18,3,95.0
11122016,Brown,W 3 - 2,5,65,25,174,0.23,65,4,4,81,2,3,10,1,77.0
