Date,Opponent,Result,S,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS
08262016,"Jackson St. @ MONTGOMERY, ALA",W 3 - 0,3,33,6,72,0.375,31,8,8,42,3,0,10,0,46.0
08262016,"Texas Southern @ MONTGOMERY, ALA",W 3 - 0,3,39,6,78,0.423,31,5,7,36,4,1,0,0,45.0
08272016,"Alabama A&M @ MONTGOMERY, ALA",W 3 - 0,3,35,4,48,0.6459999999999999,30,19,7,21,6,1,10,0,60.0
08272016,@ Alabama St.,W 3 - 0,3,33,10,71,0.324,30,9,7,33,2,1,10,0,48.0
09022016,"Canisius @ South Orange, N.J.",W 3 - 0,3,36,23,107,0.121,34,13,8,55,3,3,6,0,55.0
09032016,Seton Hall,L 1 - 3,4,70,23,189,0.249,67,2,14,87,5,0,10,3,77.0
09032016,"George Washington @ South Orange, N.J.",W 3 - 0,3,43,5,99,0.384,41,4,8,47,0,1,12,3,54.0
09092016,@ Georgetown,W 3 - 1,4,66,20,154,0.299,63,6,11,66,5,1,12,3,79.0
09092016,"Princeton @ Washington, D.C.",W 3 - 0,3,46,13,113,0.292,44,4,7,55,2,1,24,0,63.0
09102016,"Maryland @ Washington, D.C.",W 3 - 2,5,68,26,156,0.26899999999999996,66,4,15,79,3,2,16,0,82.0
09162016,@ Mercer,L 2 - 3,5,68,22,167,0.275,66,6,5,67,4,0,18,4,83.0
09162016,"USC Upstate @ Macon, Ga.",W 3 - 2,5,62,31,183,0.16899999999999998,61,7,8,88,9,2,20,3,81.0
09172016,"Fairleigh Dickinson @ Macon, Ga.",W 3 - 0,3,47,21,119,0.218,45,5,7,47,4,2,22,0,65.0
09202016,VCU,W 3 - 1,4,70,20,145,0.345,64,3,8,63,4,0,10,5,78.0
09242016,@ Delaware,W 3 - 1,4,70,29,178,0.23,68,1,12,87,2,1,14,0,79.0
09302016,Col. of Charleston,L 2 - 3,5,63,41,201,0.109,58,4,10,77,4,0,20,2,77.0
10012016,UNCW,W 3 - 1,4,56,17,159,0.245,55,4,13,80,2,2,8,0,66.0
10032016,Elon,W 3 - 2,5,69,31,175,0.217,66,9,9,81,5,1,10,2,84.0
10062016,@ Hofstra,L 1 - 3,4,58,18,152,0.263,56,4,7,68,7,0,2,1,63.0
10082016,@ Northeastern,L 2 - 3,5,61,29,179,0.179,57,8,9,81,2,1,15,3,77.5
10112016,Delaware St.,W 3 - 0,3,41,5,77,0.46799999999999997,36,11,8,40,0,1,6,1,56.0
10142016,James Madison,W 3 - 0,3,45,15,106,0.28300000000000003,41,6,4,48,1,0,2,2,52.0
10162016,William & Mary,W 3 - 0,3,56,8,119,0.40299999999999997,53,4,10,54,1,1,7,1,64.5
10212016,@ UNCW,W 3 - 0,3,52,18,119,0.28600000000000003,52,4,7,51,1,0,8,0,60.0
10232016,@ Col. of Charleston,L 1 - 3,4,46,27,135,0.141,43,3,8,47,4,2,18,2,60.0
10262016,Delaware,L 0 - 3,3,47,17,121,0.248,44,6,3,62,8,2,6,3,58.0
10282016,@ Elon,W 3 - 1,4,55,29,177,0.147,52,7,7,85,3,0,12,2,68.0
11042016,Hofstra,W 3 - 0,3,40,24,102,0.157,38,4,7,51,4,1,12,0,51.0
11062016,Northeastern,W 3 - 1,4,66,28,173,0.22,64,7,7,87,3,2,10,1,80.0
11112016,@ William & Mary,W 3 - 0,3,51,19,121,0.264,49,7,6,55,2,0,2,1,59.0
11122016,@ James Madison,L 2 - 3,5,66,30,189,0.19,65,4,9,70,3,0,19,0,79.5
11182016,"Hofstra @ Wilmington, N.C.",W 3 - 0,3,50,17,110,0.3,43,5,12,51,1,1,0,0,56.0
11192016,"James Madison @ Wilmington, N.C.",L 0 - 3,3,39,23,122,0.131,39,3,13,53,3,0,6,0,45.0
