0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,@ James Madison,L 0 - 3,3,,21,16,92,0.054,18,3,6,41,8,1,4,1,27.0,2,
08/25/2017,"Rider @ Harrisonburg, Va.",W 3 - 0,3,,39,15,120,0.200,39,5,11,47,2,,8,,48.0,2,
08/26/2017,"Sacred Heart @ Harrisonburg, Va.",L 2 - 3,5,,56,24,161,0.199,54,4,15,61,3,,36/,1,78.0,3,
09/01/2017,USC Upstate,L 2 - 3,5,,63,31,170,0.188,60,4,11,56,5,3,10,3,75.0,1,
09/01/2017,N.C. Central,W 3 - 2,5,,57,24,142,0.232,56,10,12,47,10,4,10,3,76.0,9/,
09/02/2017,Wofford,L 0 - 3,3,,26,20,95,0.063,25,2,9,33,5,,8,3,32.0,7,
09/05/2017,Elon,L 0 - 3,3,,33,18,99,0.152,30,3,3,43,4,,14,3,43.0,1,
09/08/2017,"The Citadel @ Greenville, N.C.",W 3 - 1,4,,50,20,116,0.259,45,6,9,56,5,6,20,1,72.0,4,
09/08/2017,@ East Carolina,W 3 - 2,5,,62,30,189,0.169,59,6,7,88,4,1,26,1,82.0,4,
09/09/2017,"Hampton @ Greenville, N.C.",W 3 - 0,3,,34,17,94,0.181,34,6,5,34,8,2,14,1,49.0,1,
09/12/2017,@ N.C. Central,W 3 - 1,4,,56,22,158,0.215,56,8,6,82,5,2,22,1,77.0,4,
09/13/2017,@ Furman,L 0 - 3,3,,25,20,92,0.054,25,5,3,35,6,,6,,33.0,2,
09/19/2017,@ UNC Asheville,L 1 - 3,4,,51,17,135,0.252,49,2,10,45,10,6,10,,64.0,1,
09/22/2017,Radford,L 0 - 3,3,,32,14,86,0.209,30,2,4,30,4,3,4,3,39.0,2,
09/26/2017,UNC Asheville,W 3 - 2,5,,46,31,148,0.101,46,6,4,67,12,6,24,,70.0,4,
09/29/2017,@ Charleston So.,L 0 - 3,3,,39,21,102,0.176,35,1,4,51,3,,8,2,44.0,6,
09/30/2017,@ Winthrop,L 1 - 3,4,,42,23,146,0.130,40,6,5,63,9,4,6,1,55.0,3,
10/03/2017,@ N.C. A&T,L 1 - 3,4,,44,28,127,0.126,40,4,6,45,6,,10,,53.0,4,
10/07/2017,High Point,L 0 - 3,3,,19,28,95,-0.095,18,,6,30,8,2,8,1,25.0,2,
10/10/2017,Presbyterian,L 1 - 3,4,,59,32,161,0.168,57,4,6,68,6,2,10,1,70.0,1,
10/13/2017,Charleston So.,L 1 - 3,4,,49,25,162,0.148,47,5,6,71,5,3,10,1,62.0,1,
10/17/2017,@ High Point,L 0 - 3,3,,18,23,93,-0.054,17,,4,42,8,3,4,3,23.0,,
10/20/2017,Campbell,L 0 - 3,3,,32,21,106,0.104,30,2,7,42,9,2,10,,41.0,,
10/27/2017,@ Liberty,L 0 - 3,3,,29,19,120,0.083,29,3,6,50,3,,18,,41.0,7,
10/28/2017,@ Radford,L 1 - 3,4,,35,29,153,0.039,33,5,1,71,6,1,8,2,45.0,2,
11/03/2017,@ Campbell,L 0 - 3,3,,31,26,109,0.046,29,,6,41,4,1,6,,35.0,1,
11/04/2017,@ Presbyterian,L 2 - 3,5,,47,29,154,0.117,43,7,7,65,6,2,6,6,59.0,3,
11/09/2017,Winthrop,L 2 - 3,5,,56,30,194,0.134,52,5,9,86,7,3,22,,75.0,2,
11/11/2017,Liberty,L 2 - 3,5,,60,35/,203,0.123,56,3,7,88,8,1,10,1,69.0,4,
