0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,"Portland @ Laramie, Wyo.",L 0 - 3,3,,28,14,87,0.161,25,,5,26,6,,10,1,33.0,,
08/26/2017,"South Dakota @ Laramie, Wyo.",L 0 - 3,3,,33,14,136,0.140,33,6,6,50,3,2,10,2,46.0,,
08/26/2017,@ Wyoming,W 3 - 1,4,,49,32,148,0.115,45,5,6,58,5,1,22,1,66.0,,
09/01/2017,"Wake Forest @ Boulder, Colo.",L 1 - 3,4,,60,30,154,0.195,52,1,4,67,7,1,12,1,68.0,2,
09/02/2017,"Rice @ Boulder, Colo.",L 1 - 3,4,,37,20,137,0.124,35,4,5,61,7,,27,1,54.5,,
09/03/2017,@ Colorado,L 0 - 3,3,,42,16,122,0.213,39,2,7,55,2,,10,1,49.0,1,
09/04/2017,@ Texas Tech,L 0 - 3,3,,26,14,113,0.106,24,1,5,36,3,,16,1,35.0,,
09/08/2017,@ New Mexico St.,L 0 - 3,3,,34,18,107,0.150,32,1,3,45,4,,14,2,42.0,3,
09/09/2017,"Delaware St. @ Las Cruces, N.M.",W 3 - 0,3,,44,13,106,0.292,41,6,5,52,4,1,20,5,61.0,,
09/09/2017,"Samford @ Las Cruces, N.M.",W 3 - 2,5,,63,23,157,0.255,59,7,8,62,5,1,28/,2,85.0,1,
09/10/2017,@ UTEP,W 3 - 2,5,,57,18,159,0.245,51,8,7,64,13/,3,10,6,73.0,,
09/13/2017,@ North Texas,L 0 - 3,3,,24,15,83,0.108,19,1,1,22,11,,6,2,28.0,,
09/23/2017,Sam Houston St.,L 1 - 3,4,,46,26,152,0.132,43,3,2,62,5,1,22,2,61.0,1,
09/26/2017,McNeese,L 1 - 3,4,,46,20,139,0.187,39,3,11,48,5,2,22,10/,62.0,,
09/28/2017,Southeastern La.,W 3 - 0,3,,32,13,95,0.200,30,12,5,36,1,1,18,,54.0,3,
09/30/2017,New Orleans,W 3 - 1,4,,58,28,156,0.192,56,4,4,55,5,2,22,3,75.0,,
10/05/2017,@ McNeese,L 1 - 3,4,,48,30,147,0.122,45,8,3,67,7,4,12,2,66.0,2,
10/06/2017,@ Nicholls St.,L 2 - 3,5,,41,25,141,0.113,39,8,18,55,10,1,14,3,57.0,,
10/14/2017,@ Houston Baptist,L 1 - 3,4,,49,21,166,0.169,45,4,8,68,8,1,22,,65.0,,
10/19/2017,A&M-Corpus Christi,W 3 - 2,5,,59,32,172,0.157,55,7,7,66,4,4,12,1,76.0,,
10/21/2017,UIW,W 3 - 1,4,,52,24,139,0.201,48,6,5,53,2,3,18,,70.0,1,
10/26/2017,@ Central Ark.,L 0 - 3,3,,30,23,117,0.060,30,4,5,39,7,2,10,,41.0,,
10/28/2017,@ Northwestern St.,W 3 - 1,4,,43,28,142,0.106,37,7,6,70,8,,12,1,56.0,,
10/31/2017,@ Sam Houston St.,W 3 - 0,3,,43,22,123,0.171,43,5,5,65,2,,18,2,57.0,,
11/02/2017,SFA,L 1 - 3,4,,46,29,151,0.113,41,8,10,56,9,1,20,,65.0,,
11/04/2017,Lamar University,W 3 - 1,4,,50,19,147,0.211,50,3,9,68,6,2,14,,62.0,,
11/09/2017,@ UIW,L 1 - 3,4,,50,23,143,0.189,48,4,16,71,4,,16,,62.0,,
11/11/2017,@ A&M-Corpus Christi,L 0 - 3,3,,44,12,129,0.248,39,1,7,60,7,,2,,46.0,,
11/17/2017,"SFA @ Corpus Christi, Tx.",W 3 - 2,5,,55,24,175,0.177,53,3,10,87,5,2,18,,69.0,,
11/18/2017,"Houston Baptist @ Corpus Christi, Tx.",W 3 - 1,4,,56,23,189,0.175,51,3,8,88,3,3,20,2,72.0,2,
11/19/2017,"Central Ark. @ Corpus Christi, TX",L 0 - 3,3,,44,17,118,0.229,42,2,6,44,3,2,4,,50.0,1,
