0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,"Alabama A&M @ Montgomery, Ala.",W 3 - 0,3,,39,23,92,0.174,33,10,8,32,6,4,10,1,58.0,,
08/26/2017,@ Alabama St.,L 2 - 3,5,,51,27,153,0.157,45,8,8,63,11,2,18,,70.0,,
08/26/2017,"Grambling @ MOntgomery, Ala.",W 3 - 1,4,,49,17,117,0.274,45,9,7,54,6,1,14,,66.0,3,
08/29/2017,@ Elon,L 0 - 3,3,,20,18,80,0.025,18,1,4,27,6,2,2,,24.0,,
09/01/2017,Delaware St.,W 3 - 0,3,,36,19,100,0.170,31,7,4,46,4,3,6,,49.0,,
09/02/2017,UNC Greensboro,L 1 - 3,4,,43,26,153,0.111,39,4,8,65,7,2,16,,57.0,1,
09/02/2017,Presbyterian,L 1 - 3,4,,39,26,130,0.100,37,6,8,44,10,3,12,,54.0,1,
09/08/2017,"Mississippi Val. @ Jacksonville, Ala.",W 3 - 0,3,,43,9,85,0.400,42,9,8,45,4,3,4,3,57.0,,
09/08/2017,@ Jacksonville St.,L 0 - 3,3,,30,19,95,0.116,28,1,12,32,5,3,8,3,38.0,,
09/09/2017,"Alcorn @ Jacksonville, Ala.",W 3 - 0,3,,31,13,71,0.254,29,12,5,32,2,4,2,2,48.0,,
09/09/2017,"ULM @ Jacksonville, Ala.",L 0 - 3,3,,22,12,73,0.137,19,2,8,26,10,1,2,2,26.0,9/,
09/12/2017,Campbell,L 1 - 3,4,,36,19,117,0.145,35,7,14,45,14,1,8,,48.0,1,
09/19/2017,@ East Carolina,L 0 - 3,3,,26,23,94,0.032,24,6,10,28,5,1,2,,34.0,3,
09/22/2017,"UMES @ Hampton, VA",W 3 - 2,5,,44,32,159,0.075,41,6,20,63,12,,16,3,58.0,3,
09/23/2017,"Norfolk St. @ Virginia Beach, Va.",W 3 - 0,3,,36,8,73,0.384,31,7,5,29,4,2,16,2,53.0,1,
09/23/2017,"Hampton @ Virginia Beach, VA",L 1 - 3,4,,37,31,126,0.048,34,6,9,37,9,3,10,2,51.0,,
09/28/2017,@ N.C. Central,W 3 - 2,5,,45,29,143,0.112,44,15/,9,67,3,,19,1,69.5,5,
10/03/2017,Gardner-Webb,W 3 - 1,4,,53,21,131,0.244,45,6,8,53,4,3,14,2,69.0,,
10/06/2017,Savannah St.,W 3 - 0,3,,35,12,85,0.271,29,4,9,30,3,3,8,,46.0,,
10/08/2017,South Carolina St.,W 3 - 0,3,,42,17,88,0.284,34,5,7,30,4,1,8,1,52.0,2,
10/13/2017,@ Bethune-Cookman,L 2 - 3,5,,53,27,158,0.165,45,7,18,49,5,1,12,,67.0,3,
10/15/2017,@ Florida A&M,L 0 - 3,3,,37,23,103,0.136,33,3,7,27,5,5,6,3,48.0,,
10/27/2017,N.C. Central,W 3 - 0,3,,42,15,105,0.257,38,4,7,44,4,4,10,,55.0,1,
11/03/2017,@ Savannah St.,W 3 - 0,3,,33,12,76,0.276,31,11,4,39,4,2,12,,52.0,3,
11/04/2017,"South Carolina St. @ Orangeburg, SC",W 3 - 0,3,,35,15,81,0.247,35,6,5,36,3,7,16,1,56.0,3,
11/10/2017,Bethune-Cookman,L 0 - 3,3,,25,26,110,-0.009,23,3,5,47,4,,5,,30.5,2,
11/12/2017,Florida A&M,L 0 - 3,3,,27,26,118,0.008,25,3,6,58,6,,14,,37.0,2,
11/17/2017,"Howard @ Princess Anne, Md.",L 0 - 3,3,,39,16,107,0.215,38,3,10,42,2,4,10,,51.0,2,
