0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/25/2017,"Sacramento St. @ Queens, N.Y.",L 2 - 3,5,1,13,1,39,0.308,,1,2,10,1,,1,,14.5,,
08/25/2017,"New Hampshire @ Queens, N.Y.",W 3 - 1,4,1,9,4,31,0.161,2,3,2,11,1,,3,2,13.5,,
08/26/2017,@ St. John's (NY),W 3 - 0,3,1,6,5,20,0.050,2,,1,7,,1,,,7.0,,
09/01/2017,Iona,W 3 - 0,3,1,8,2,17,0.353,2,3,1,12,,1,2,,13.0,,
09/01/2017,LSU,L 2 - 3,5,1,18,6,37,0.324,,,2,2,1,,1,,18.5,,
09/02/2017,Hartford,W 3 - 0,3,1,10,3,18,0.389,2,1,,4,1,,1,,11.5,,
09/08/2017,@ Villanova,L 0 - 3,2,1,4,3,8,0.125,,1,,1,,,,1,5.0,,
09/08/2017,"Albany (NY) @ Villanova, Pa",W 3 - 0,3,1,13,4,31,0.290,1,,1,5,,,3,1,14.5,,
09/09/2017,"Princeton @ Villanova, Pa",L 1 - 3,,,,,,,,,,,,,,,,,
09/15/2017,@ Bradley,L 0 - 3,,,,,,,,,,,,,,,,,
09/15/2017,"Kansas City @ Peoria, Ill.",W 3 - 0,,,,,,,,,,,,,,,,,
09/16/2017,"Grand Canyon @ Peoria, Ill.",W 3 - 0,,,,,,,,,,,,,,,,,
09/22/2017,Memphis,W 3 - 1,,,,,,,,,,,,,,,,,
09/24/2017,Wichita St.,L 0 - 3,,,,,,,,,,,,,,,,,
09/29/2017,@ Houston,L 0 - 3,,,,,,,,,,,,,,,,,
10/01/2017,@ Tulane,W 3 - 1,,,,,,,,,,,,,,,,,
10/06/2017,Cincinnati,L 1 - 3,,,,,,,,,,,,,,,,,
10/08/2017,East Carolina,L 1 - 3,,,,,,,,,,,,,,,,,
10/13/2017,@ UCF,L 0 - 3,,,,,,,,,,,,,,,,,
10/15/2017,@ South Fla.,W 3 - 0,,,,,,,,,,,,,,,,,
10/20/2017,SMU,L 0 - 3,,,,,,,,,,,,,,,,,
10/22/2017,Tulsa,L 0 - 3,,,,,,,,,,,,,,,,,
10/27/2017,Tulane,L 2 - 3,,,,,,,,,,,,,,,,,
10/29/2017,Houston,L 2 - 3,1,1,0,0,0,,,,,1,,,,,,,
11/03/2017,@ Wichita St.,L 0 - 3,,,,,,,,,,,,,,,,,
11/05/2017,@ Memphis,W 3 - 2,,,,,,,,,,,,,,,,,
11/09/2017,@ Tulsa,L 1 - 3,,,,,,,,,,,,,,,,,
11/11/2017,@ SMU,L 1 - 3,,,,,,,,,,,,,,,,,
11/17/2017,South Fla.,L 1 - 3,1,1,0,0,0,,,,,2,,,,,,,
11/19/2017,UCF,L 2 - 3,1,1,0,0,0,,,,1,,,,,,,,
11/22/2017,@ Temple,L 0 - 3,,,,,,,,,,,,,,,,,
11/24/2017,Temple,L 2 - 3,,,,,,,,,,,,,,,,,
