0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,Chattanooga,W 3 - 1,4,1,,1,2,7,-0.143,2,1,,1,,,,,2.0,,
08/30/2019,Mississippi Val.,W 3 - 0,3,1,,6,1,14,0.357,2,1,,6,1,,1,,7.5,,
08/31/2019,Western Ill.,W 3 - 2,3,1,,2,3,9,-0.111,,1,,3,1,,,,3.0,,
09/06/2019,"New Orleans @ Hattiesburg, Miss.",W 3 - 1,4,1,,0,0,0,,3,1,,22,1,,,,1.0,,
09/07/2019,"Arkansas St. @ Hattiesburg, Miss.",W 3 - 2,5,1,,0,0,0,,5,,1,17,5,,,,,,
09/07/2019,@ Southern Miss.,W 3 - 0,3,1,,0,0,0,,5,1,,12,,,,,1.0,,
09/13/2019,"Stetson @ Jacksonville, AL",L 2 - 3,5,1,,1,2,6,-0.167,,1,,12,2,,,,2.0,,
09/13/2019,"Sam Houston St. @ Jacksonville, AL",W 3 - 0,3,1,,0,0,0,,3,1,,8,,1,,,2.0,,
09/14/2019,@ Jacksonville St.,W 3 - 1,4,1,,0,0,1,0.000,11,,1,11,2,,,,,,
09/19/2019,Jackson St.,W 3 - 0,3,1,,0,0,0,,2,,,7,,,,,,,
09/19/2019,North Florida,W 3 - 2,5,1,,0,0,0,,6,1,1,22,1,,,,1.0,,
09/20/2019,UAB,W 3 - 2,3,1,,0,0,0,,2,1,1,10,3,,,,1.0,,
09/27/2019,@ Kentucky,L 1 - 3,4,1,,0,0,0,,,,2,3,,,,,,,
09/29/2019,LSU,L 0 - 3,3,1,,0,0,1,0.000,,1,,6,,,,,1.0,,
10/04/2019,Ole Miss,L 2 - 3,2,1,,0,0,1,,,,,2,,,,,,,
10/06/2019,@ South Carolina,L 0 - 3,3,1,,1,3,9,-0.222,,,,4,1,,,,1.0,,
10/09/2019,@ Alabama,L 1 - 3,4,1,,0,0,0,,1,1,,8,,,,,1.0,,
10/13/2019,@ Tennessee,L 0 - 3,3,1,,1,3,13,-0.154,,,,7,,,,,1.0,,
10/18/2019,Texas A&M,L 1 - 3,4,1,,2,2,14,0.000,,,,8,,,,,2.0,,
10/20/2019,Arkansas,L 1 - 3,4,1,,9,5,26,0.154,2,,,11,,,1,,9.5,,
10/25/2019,Auburn,W 3 - 1,4,1,,0,0,1,0.000,,1,2,14,,,,,1.0,,
10/27/2019,@ Missouri,L 0 - 3,3,1,,0,0,0,,,,,2,,,,,,,
11/01/2019,@ Auburn,W 3 - 0,3,1,,0,0,0,,,2,1,3,,,,,2.0,,
11/03/2019,@ LSU,L 2 - 3,5,1,,0,0,0,,1,2,,13,,,,,2.0,,
11/08/2019,South Carolina,L 0 - 3,3,1,,0,0,0,,,1,1,11,2,,,,1.0,,
11/10/2019,Florida,L 0 - 3,3,1,,1,0,1,1.000,,,,4,2,,,,1.0,,
11/17/2019,Georgia,L 0 - 3,3,1,,0,0,0,,1,,,8,2,,,,,,
11/22/2019,@ Texas A&M,L 0 - 3,3,1,,0,0,0,,,,1,8,,,,,,,
11/24/2019,@ Arkansas,L 2 - 3,5,1,,0,0,0,,3,,2,10,,,,,,,
11/30/2019,Tennessee,L 0 - 3,3,1,,0,0,2,0.000,,,,8,,,,,,,
