0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Date,Opponent,Result,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/26/2016,"Oakland @ Bowling Green, Ohio",W 3 - 1,4,,60,18,129,0.326,57,9,10,68,8,1,15,3,77.5,1,
08/26/2016,"VCU @ Bowling Green, Ohio",W 3 - 0,3,,42,18,139,0.173,38,4,9,58,5,,10,,51.0,2,
08/27/2016,@ Bowling Green,W 3 - 2,5,,62,20,149,0.282,56,6,17,57,4,2,12,5,76.0,1,
09/02/2016,Santa Clara,L 1 - 3,4,,49,28,137,0.153,45,10,7,63,7,2,4,2,63.0,2,
09/03/2016,Stony Brook,W 3 - 1,4,,57,17,128,0.312,52,7,12,52,7,1,15,4,72.5,,
09/03/2016,Auburn,L 2 - 3,5,,53,24,159,0.182,47,5,10,70,4,1,14,4,66.0,1,
09/09/2016,"Minnesota @ Chapel Hill, N.C.",L 0 - 3,3,,27,23,104,0.038,23,1,5,29,3,1,6,2,32.0,,
09/10/2016,"Wisconsin @ Chapel Hill, N.C.",L 0 - 3,3,,36,24,127,0.094,33,1,12,43,1,1,24,2,50.0,1,
09/15/2016,Kentucky,L 0 - 3,3,,26,20,96,0.062,25,,2,33,4,,8,,30.0,3,
09/16/2016,Lipscomb,W 3 - 2,5,,44,22,133,0.165,39,4,5,43,8,3,40/,1,71.0,3,
09/23/2016,@ Notre Dame,L 0 - 3,3,,31,20,98,0.112,31,1,9,46,5,,7,1,35.5,1,
09/25/2016,@ Florida St.,L 1 - 3,4,,51,27,151,0.159,47,7,10,51,8,6,4,,66.0,2,
09/30/2016,Wake Forest,L 1 - 3,4,,49,22,139,0.194,44,5,8,54,3,2,16,3,64.0,3,
10/02/2016,Duke,L 0 - 3,3,,34,26,116,0.069,32,1,1,47,2,1,4,4,38.0,1,
10/06/2016,@ Boston College,W 3 - 2,5,,70,35,171,0.205,65,4,12,64,2,1,17,4,83.5,3,
10/09/2016,@ Syracuse,L 2 - 3,5,,67,37,197,0.152,64,4,8,79,4,,10,1,76.0,,
10/13/2016,NC State,L 0 - 3,3,,36,19,110,0.155,35,5,5,48,6,3,17,,52.5,,
10/16/2016,North Carolina,L 0 - 3,3,,29,18,93,0.118,28,3,9,26,7,,4,1,34.0,2,
10/21/2016,@ Virginia Tech,W 3 - 1,4,,54,20,120,0.283,52,9,11,46,5,1,18,2,73.0,,
10/23/2016,@ Pittsburgh,L 0 - 3,3,,29,20,97,0.093,23,3,8,37,4,3,13,1,41.5,1,
10/28/2016,Florida St.,L 1 - 3,4,,53,30,159,0.145,51,2,14,59,4,,12,2,61.0,,
10/30/2016,Miami (FL),L 2 - 3,5,,61,24,159,0.233,56,6,12,52,6,1,25,5,80.5,,
11/04/2016,@ Duke,L 0 - 3,3,,36,15,124,0.169,36,3,2,56,4,,6,5,42.0,2,
11/06/2016,@ Wake Forest,W 3 - 0,3,,40,15,92,0.272,37,8,9,39,4,3,17,2,59.5,,
11/09/2016,Notre Dame,W 3 - 1,4,,56,23,173,0.191,53,3,13,82,4,1,16,2,68.0,2,
11/11/2016,Virginia,L 0 - 3,3,,36,16,97,0.206,34,4,7,30,7,,4,,42.0,2,
11/18/2016,@ Georgia Tech,L 1 - 3,4,,50,17,159,0.208,48,3,8,75,6,,18,1,62.0,6,
11/20/2016,@ Clemson,W 3 - 0,3,,45,13,101,0.317,45,8,10,51,4,,10,1,58.0,,
11/23/2016,Syracuse,W 3 - 1,4,,63,24,140,0.279,54,5,8,61,1,,12,1,74.0,,
11/25/2016,Boston College,W 3 - 0,3,,42,13,113,0.257,39,7,10,44,4,1,22,2,61.0,,
