0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,Attend,S,MP,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/24/2018,Indiana St.,L 0 - 3,,1,1,0,2,2,-1.000,2,,,,,,1,1,0.5,,
08/25/2018,Liberty,W 3 - 1,,,,,,,,,,,,,,,,,,
08/25/2018,Oakland,L 1 - 3,,,,,,,,,,,,,,,,,,
08/28/2018,@ IUPUI,L 0 - 3,,,,,,,,,,,,,,,,,,
08/31/2018,"Morgan St. @ Kent, Ohio",W 3 - 0,,1,1,0,0,1,,,,,,,,,,,,
08/31/2018,@ Kent St.,W 3 - 0,,,,,,,,,,,,,,,,,,
09/01/2018,"Niagara @ Kent, Ohio",W 3 - 1,,1,1,1,0,1,1.000,,,,,,,1,,1.5,,
09/04/2018,Eastern Mich.,W 3 - 1,,,,,,,,,,,,,,,,,,
09/07/2018,"Fla. Atlantic @ Chicago, Ill.",L 1 - 3,,3,1,4,1,8,0.375,,,,1,,,2,,5.0,,
09/08/2018,"UConn @ Chicago, Ill.",W 3 - 2,,,,,,,,,,,,,,,,,,
09/08/2018,@ DePaul,W 3 - 1,,1,1,2,1,3,0.333,,,,,,,1,1,2.5,,
09/14/2018,"Duquesne @ Moon Township, Pa.",W 3 - 0,,,,,,,,,,,,,,,,,,
09/15/2018,@ Robert Morris,W 3 - 1,,2,1,1,2,4,-0.250,,,,,,,2,1,2.0,,
09/18/2018,Valparaiso,L 2 - 3,,,,,,,,,,,,,,,,,,
09/23/2018,North Dakota,W 3 - 0,,,,,,,,,,,,,,,,,,
09/25/2018,Western Ill.,W 3 - 1,,3,1,3,1,4,0.500,,,,,,,,1,3.0,,
09/28/2018,@ South Dakota,L 2 - 3,,5,1,8,3,22,0.227,1,,,2,,1,2,,10.0,,
09/30/2018,@ Omaha,L 2 - 3,,5,1,3,3,8,,,,,2,,1,2,,5.0,,
10/05/2018,Oral Roberts,L 1 - 3,,1,1,1,1,5,,,,,2,,,,,1.0,,
10/07/2018,North Dakota St.,L 1 - 3,,2,1,1,2,5,-0.200,,,,,,,,,1.0,,
10/12/2018,@ Denver,L 0 - 3,,3,1,3,0,7,0.429,,,,2,,,4,1,5.0,,
10/14/2018,@ South Dakota St.,W 3 - 0,,3,1,3,5,13,-0.154,,,,,,,2,,4.0,,
10/19/2018,Omaha,W 3 - 2,,5,1,7,2,14,0.357,,,,,,,5,,9.5,1,
10/21/2018,@ Western Ill.,W 3 - 1,,4,1,10,4,17,0.353,,,,,,1,5,,13.5,,
10/26/2018,@ Oral Roberts,L 2 - 3,,5,1,5,6,17,-0.059,,,,2,,1,2,1,7.0,,
10/28/2018,South Dakota,L 0 - 3,,3,1,4,3,13,0.077,,,,,,,1,1,4.5,,
11/03/2018,@ North Dakota,W 3 - 0,,3,1,2,1,6,0.167,,,,2,,,1,,2.5,,
11/04/2018,@ North Dakota St.,W 3 - 1,,4,1,10,2,21,0.381,,,,5,,,3,1,11.5,1,
11/09/2018,South Dakota St.,W 3 - 0,,3,1,8,3,19,0.263,,,,1,,,5,,10.5,,
11/11/2018,Denver,L 0 - 3,,3,1,0,2,7,-0.286,,,,2,,,1,1,0.5,1,
11/16/2018,"North Dakota @ Denver, Colo.",W 3 - 0,,3,1,5,1,14,0.286,,,,6,,,3,,6.5,,
11/17/2018,@ Denver,L 0 - 3,,3,1,2,3,5,-0.200,,,,,1,,2,,3.0,,
