0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Date,Opponent,Result,S,MP,Attend,Kills,Errors,Total Attacks,Hit Pct,Assists,Aces,SErr,Digs,RErr,Block Solos,Block Assists,BErr,PTS,BHE,
08/30/2019,"Portland @ Ogden, UT",L 1 - 3,4,1,,0,0,0,,4,1,1,12,,,,,1.0,,
08/30/2019,"UNLV @ Ogden, UT",L 2 - 3,5,1,,0,0,0,,4,,1,12,1,,,,,,
08/31/2019,@ Weber St.,L 0 - 3,3,1,,0,0,0,,1,1,1,5,,,,,1.0,,
09/05/2019,"Santa Clara @ Fresno, Calif.",L 1 - 3,3,1,,1,0,1,1.000,3,,,8,2,,,,1.0,,
09/06/2019,@ Fresno St.,L 0 - 3,3,1,,0,0,0,,2,,1,13,2,,,,,,
09/06/2019,"CSU Bakersfield @ Fresno, Calif.",W 3 - 0,3,1,,0,0,0,,3,1,1,19,,,,,1.0,,
09/13/2019,"Nevada @ Portland, OR",L 1 - 3,4,1,,0,0,0,,3,,1,13,2,,,,,,
09/13/2019,"Morgan St. @ Portland, OR",W 3 - 0,3,1,,0,0,0,,6,3,,8,1,,,,3.0,,
09/14/2019,@ Portland St.,W 3 - 2,5,1,,0,0,0,,6,1,1,30,,,,,1.0,,
09/20/2019,@ Grand Canyon,W 3 - 0,3,1,,0,0,0,,2,2,1,21,,,,,2.0,,
09/21/2019,"Omaha @ Phoenix, AZ",L 2 - 3,5,1,,1,0,1,1.000,2,,1,13,2,,,,1.0,,
09/21/2019,"Idaho @ Phoenix, AZ",W 3 - 2,5,1,,0,0,1,0.000,2,,5,12,,,,,,,
09/24/2019,@ UC Santa Barbara,L 2 - 3,5,1,,0,0,0,,5,,,16,1,,,,,,
09/28/2019,Hawaii,L 1 - 3,4,1,,0,1,1,-1.000,3,,3,11,1,,,,,,
10/05/2019,Long Beach St.,L 1 - 3,4,1,,1,0,1,1.000,2,1,1,15,1,,,,2.0,,
10/10/2019,@ UC Riverside,W 3 - 0,3,1,,0,0,0,,1,,1,17,2,,,,,,
10/13/2019,@ UC Davis,L 2 - 3,5,1,,0,0,0,,,1,2,9,2,,,,1.0,,
10/18/2019,UC Irvine,W 3 - 2,5,1,,0,0,0,,3,4,3,23,1,,,,4.0,,
10/19/2019,Cal St. Fullerton,W 3 - 0,3,1,,0,0,0,,2,,1,14,,,,,,,
10/26/2019,@ Long Beach St.,L 2 - 3,5,1,,0,0,0,,5,,2,19,,,,,,,
10/29/2019,@ Cal Poly,L 0 - 3,3,1,,0,0,0,,3,,2,7,3,,,,,,
11/01/2019,UC Davis,W 3 - 0,3,1,,0,0,2,0.000,4,1,,7,,,,,1.0,,
11/02/2019,UC Riverside,W 3 - 0,3,1,,0,0,0,,7,,2,12,2,,,,,,
11/08/2019,@ Cal St. Fullerton,W 3 - 1,4,1,,0,0,0,,3,1,2,18,,,,,1.0,,
11/09/2019,@ UC Irvine,W 3 - 2,5,1,,0,0,0,,4,3,1,21,2,,,,3.0,,
11/15/2019,Cal Poly,L 0 - 3,3,1,,1,0,1,1.000,1,,,9,3,,,,1.0,,
11/16/2019,UC Santa Barbara,L 0 - 3,3,1,,0,0,0,,1,,3,15,,,,,,,
11/21/2019,@ Hawaii,L 0 - 3,3,1,,0,0,0,,,,1,11,2,,,,,,
